order_item_id,order_id,product_id,quantity
396,390,57,4
397,44,78,5
398,101,22,3
399,460,98,1
400,92,62,5
401,123,22,5
402,229,47,5
403,423,16,3
404,463,42,2
405,132,60,4
406,336,80,4
407,215,91,4
408,124,89,3
409,319,66,4
410,292,100,1
411,202,27,4
412,491,83,5
413,88,62,1
414,104,37,4
415,180,41,2
416,40,8,1
417,99,79,1
418,320,83,5
419,415,5,3
420,7,43,5
421,114,51,5
422,471,94,1
423,137,81,4
424,338,57,5
425,332,16,2
426,339,94,3
427,135,93,3
428,282,46,5
429,27,87,5
430,103,76,2
431,237,86,3
432,266,37,4
433,151,7,1
434,413,84,4
435,427,17,1
436,129,64,4
437,473,1,4
438,305,79,2
439,262,95,4
440,310,68,3
441,77,98,1
442,412,24,3
443,306,9,5
444,200,67,5
445,449,72,2
446,215,81,4
447,72,40,1
448,405,68,3
449,77,77,1
450,439,83,5
451,496,67,1
452,179,92,5
453,491,29,5
454,406,63,2
455,95,29,4
456,485,21,4
457,283,26,5
458,484,97,1
459,341,23,1
460,20,54,5
461,105,7,5
462,297,80,2
463,8,98,1
464,407,11,2
465,430,20,1
466,227,94,1
467,465,95,1
468,264,18,3
469,235,46,3
470,102,30,5
471,349,63,5
472,464,3,4
473,434,70,1
474,412,39,5
475,6,12,5
476,440,90,3
477,104,90,5
478,348,77,4
479,52,78,1
480,96,77,5
481,98,57,5
482,112,75,5
483,367,28,1
484,71,70,2
485,114,37,2
486,358,59,2
487,373,49,5
488,317,75,3
489,31,43,3
490,344,48,3
491,163,6,1
492,38,19,5
493,231,15,3
494,224,14,1
495,180,3,1
496,433,76,2
497,238,60,3
498,295,78,3
499,400,6,3
500,317,22,2
501,301,63,5
502,332,87,5
503,348,42,4
504,330,52,4
505,198,34,3
506,42,34,2
507,345,63,4
508,439,6,1
509,279,38,4
510,32,97,2
511,155,47,5
512,291,92,2
513,313,4,2
514,271,90,4
515,105,6,5
516,88,3,3
517,450,82,1
518,53,23,2
519,179,94,1
520,147,11,4
521,14,78,1
522,465,46,3
523,106,87,2
524,33,56,4
525,450,18,1
526,93,41,1
527,437,99,5
528,116,22,3
529,16,6,1
530,161,80,1
531,45,13,5
532,426,65,4
533,144,87,2
534,398,97,3
535,72,14,4
536,417,14,5
537,132,70,3
538,493,62,5
539,85,11,1
540,98,12,1
541,254,11,5
542,118,51,1
543,495,7,5
544,407,65,3
545,473,57,3
546,79,61,4
547,461,93,1
548,410,93,2
549,100,46,5
550,229,40,4
551,185,68,5
552,392,7,2
553,252,16,2
554,90,92,1
555,448,48,5
556,312,55,1
557,309,20,5
558,330,14,5
559,328,49,3
560,192,29,5
561,100,22,2
562,196,16,4
563,404,34,2
564,73,83,5
565,134,45,1
566,184,65,4
567,440,81,1
568,311,34,2
569,78,79,2
570,419,20,1
571,130,20,3
572,44,39,3
573,62,90,5
574,448,61,1
575,398,47,5
576,496,15,4
577,463,40,4
578,229,18,2
579,160,36,1
580,242,7,4
581,48,90,1
582,110,95,2
583,461,95,4
584,40,61,2
585,88,77,1
586,163,51,4
587,390,41,3
588,267,18,4
589,468,27,4
590,428,6,2
591,399,64,2
592,22,35,3
593,120,94,4
594,463,37,4
595,226,77,1
596,26,61,5
597,256,88,3
598,236,16,4
599,4,54,3
600,429,15,2
601,402,49,1
602,246,85,2
603,200,40,5
604,445,73,3
605,432,59,3
606,57,55,2
607,59,31,2
608,460,47,2
609,13,66,2
610,101,85,5
611,416,32,1
612,375,94,2
613,312,22,5
614,5,61,5
615,153,58,5
616,130,82,4
617,98,89,1
618,337,69,4
619,152,35,1
620,16,81,2
621,441,85,4
622,430,49,2
623,32,58,1
624,241,70,3
625,95,60,3
626,240,67,4
627,97,35,2
628,198,75,3
629,82,19,1
630,200,49,2
631,44,63,1
632,485,19,2
633,267,31,1
634,262,53,5
635,397,29,1
636,296,51,1
637,471,17,4
638,403,34,4
639,403,23,5
640,365,59,2
641,229,82,5
642,357,46,4
643,327,80,1
644,382,5,5
645,453,55,4
646,75,13,5
647,292,61,2
648,104,4,2
649,325,59,1
650,398,7,4
651,163,17,2
652,217,89,3
653,171,93,1
654,399,55,4
655,216,75,4
656,404,79,2
657,265,66,4
658,460,58,2
659,20,69,2
660,122,26,1
661,481,68,4
662,139,42,3
663,195,77,4
664,299,85,3
665,156,27,5
666,52,15,2
667,92,42,5
668,284,42,4
669,339,87,5
670,225,15,4
671,226,24,2
672,133,59,3
673,85,96,1
674,248,72,5
675,166,8,1
676,368,66,3
677,297,30,4
678,176,77,3
679,11,71,2
680,255,57,1
681,341,86,3
682,129,30,3
683,91,63,1
684,279,62,5
685,396,84,2
686,52,31,2
687,228,69,2
688,421,56,5
689,158,52,5
690,256,73,3
691,32,45,2
692,320,93,3
693,217,88,3
694,173,2,3
695,59,81,2
696,197,1,5
697,465,91,4
698,214,53,5
699,384,35,1
700,425,91,5
701,124,29,1
702,84,100,1
703,55,14,3
704,3,58,1
705,42,45,1
706,141,56,5
707,252,96,4
708,164,87,5
709,415,81,2
710,342,54,1
711,306,36,5
712,463,30,4
713,494,35,4
714,230,89,1
715,134,87,4
716,174,7,4
717,192,68,4
718,415,59,2
719,315,62,2
720,228,81,2
721,71,66,1
722,496,26,2
723,66,4,4
724,325,75,3
725,385,97,1
726,319,15,5
727,439,65,5
728,77,85,1
729,329,18,1
730,433,15,4
731,139,94,3
732,165,96,3
733,109,80,1
734,179,1,5
735,384,54,3
736,235,66,5
737,246,39,4
738,162,75,4
739,4,32,1
740,10,47,1
741,214,63,2
742,344,11,4
743,386,97,5
744,460,7,5
745,88,13,3
746,412,77,2
747,312,82,1
748,39,1,5
749,75,23,5
750,87,26,2
751,157,6,5
752,268,66,4
753,64,70,5
754,116,31,5
755,484,75,2
756,346,78,1
757,445,25,2
758,22,22,5
759,28,14,3
760,247,92,2
761,245,46,4
762,258,20,4
763,84,64,3
764,174,79,1
765,262,16,3
766,456,3,5
767,23,31,5
768,50,32,5
769,477,4,1
770,390,46,3
771,208,27,3
772,168,63,2
773,440,26,5
774,190,95,5
775,319,64,3
776,164,19,5
777,277,39,1
778,22,49,4
779,76,55,3
780,160,42,1
781,292,46,5
782,140,22,3
783,94,56,3
784,401,53,1
785,425,38,3
786,47,76,3
787,490,61,4
788,166,1,5
789,485,64,3
790,290,51,3
791,342,16,2
792,27,25,3
793,228,15,3
794,213,99,2
795,423,6,5
796,180,99,3
797,343,44,1
798,476,77,5
799,463,96,2
800,136,70,1
801,430,74,3
802,213,61,5
803,137,95,3
804,339,53,3
805,189,70,4
806,367,72,4
807,426,79,1
808,493,100,5
809,129,80,2
810,105,59,4
811,239,33,4
812,261,41,5
813,311,90,1
814,201,49,4
815,57,44,2
816,54,20,1
817,45,77,1
818,15,53,3
819,24,60,1
820,89,51,4
821,245,17,2
822,315,3,4
823,451,12,4
824,107,81,4
825,373,52,1
826,448,57,2
827,262,25,2
828,117,42,2
829,249,95,5
830,209,57,1
831,62,88,5
832,499,27,1
833,382,27,5
834,34,8,3
835,374,42,1
836,195,71,4
837,357,74,4
838,254,79,1
839,499,58,3
840,152,83,4
841,356,34,3
842,360,57,4
843,101,78,3
844,465,75,5
845,321,11,4
846,461,41,4
847,255,56,1
848,374,56,2
849,324,79,2
850,182,49,1
851,372,47,3
852,440,69,1
853,355,54,1
854,137,25,4
855,348,19,5
856,221,5,3
857,38,16,1
858,77,51,2
859,463,79,4
860,33,70,5
861,274,4,1
862,66,54,3
863,106,96,2
864,447,7,5
865,340,76,5
866,462,75,3
867,6,78,5
868,343,11,1
869,389,51,4
870,29,57,3
871,192,54,1
872,141,19,5
873,293,32,4
874,152,77,2
875,43,6,1
876,370,87,5
877,320,21,3
878,178,27,4
879,485,83,1
880,253,31,5
881,81,65,4
882,184,28,1
883,332,43,2
884,456,12,2
885,312,6,5
886,416,72,3
887,263,100,1
888,104,9,5
889,414,63,1
890,30,75,2
891,315,48,4
892,14,61,4
893,150,49,2
894,313,54,2
895,216,8,2
896,416,42,4
897,480,31,3
898,18,82,3
899,408,84,2
900,124,30,3
901,40,4,3
902,357,26,3
903,110,92,4
904,11,71,3
905,221,65,4
906,380,59,5
907,77,58,4
908,113,78,2
909,498,64,5
910,337,83,2
911,171,100,2
912,206,21,1
913,58,83,2
914,183,84,3
915,362,58,3
916,485,19,2
917,117,18,5
918,408,85,3
919,425,25,5
920,413,74,4
921,499,43,4
922,66,98,3
923,219,1,5
924,302,92,1
925,263,36,4
926,222,15,2
927,86,32,4
928,174,78,5
929,171,2,2
930,481,19,1
931,122,27,1
932,69,52,1
933,223,31,5
934,446,93,1
935,217,58,5
936,182,47,1
937,444,94,1
938,130,82,1
939,110,98,1
940,435,83,5
941,232,42,3
942,257,4,4
943,119,63,3
944,50,90,2
945,34,85,2
946,156,98,4
947,310,22,4
948,333,99,2
949,301,29,5
950,13,50,2
951,255,43,3
952,340,61,3
953,170,11,2
954,303,56,3
955,319,68,3
956,9,57,3
957,383,22,1
958,397,53,4
959,392,53,5
960,226,73,1
961,359,9,2
962,292,71,4
963,447,26,1
964,178,73,5
965,413,65,4
966,301,29,1
967,95,19,1
968,442,63,1
969,74,63,2
970,405,23,2
971,435,1,2
972,209,39,1
973,33,77,2
974,475,7,1
975,484,88,3
976,388,75,3
977,439,24,3
978,111,57,1
979,38,67,1
980,487,27,4
981,336,21,5
982,216,93,2
983,500,41,4
984,24,99,1
985,142,40,5
986,269,4,2
987,396,10,3
988,21,75,1
989,473,12,1
990,387,43,1
991,319,40,3
992,165,50,2
993,134,34,5
994,459,64,4
995,158,46,1
996,223,52,4
997,162,32,4
998,378,17,3
999,294,3,1
1000,431,92,3
1001,137,26,4
1002,197,97,2
1003,233,51,3
1004,240,18,3
1005,15,3,2
1006,393,52,1
1007,167,54,1
1008,425,94,3
1009,448,21,5
1010,233,19,5
1011,295,46,5
1012,408,87,2
1013,150,35,5
1014,2,63,3
1015,101,84,3
1016,403,87,2
1017,287,39,4
1018,129,43,5
1019,39,43,5
1020,40,57,2
1021,271,82,2
1022,185,60,4
1023,316,69,3
1024,248,28,1
1025,106,75,5
1026,225,63,1
1027,14,50,5
1028,231,91,5
1029,240,6,5
1030,279,80,3
1031,408,32,4
1032,229,19,2
1033,298,83,4
1034,207,36,2
1035,13,87,3
1036,495,37,5
1037,300,69,1
1038,234,79,5
1039,290,28,3
1040,313,31,5
1041,74,1,5
1042,227,49,5
1043,307,44,4
1044,63,65,4
1045,492,9,1
1046,157,63,1
1047,212,66,1
1048,410,41,1
1049,470,8,1
1050,463,79,2
1051,273,70,5
1052,82,34,4
1053,267,43,3
1054,45,17,1
1055,426,55,5
1056,54,67,2
1057,139,79,3
1058,165,70,2
1059,494,28,5
1060,408,48,3
1061,431,38,5
1062,149,52,4
1063,388,10,4
1064,471,18,4
1065,12,53,1
1066,88,26,2
1067,130,10,1
1068,95,94,3
1069,283,30,4
1070,431,70,1
1071,265,33,2
1072,120,58,4
1073,494,96,4
1074,272,98,3
1075,351,47,1
1076,75,43,3
1077,74,18,1
1078,494,61,2
1079,4,65,4
1080,345,82,4
1081,51,89,2
1082,349,62,2
1083,420,96,4
1084,368,49,4
1085,323,84,3
1086,203,50,2
1087,153,17,5
1088,104,97,4
1089,218,67,2
1090,413,70,3
1091,92,73,2
1092,24,80,2
1093,289,59,2
1094,36,97,1
1095,59,12,5
1096,36,36,2
1097,199,51,5
1098,201,78,4
1099,316,76,1
1100,492,36,3
1101,31,6,4
1102,134,62,2
1103,198,45,4
1104,388,28,4
1105,489,7,5
1106,348,47,3
1107,485,77,1
1108,496,16,3
1109,283,62,1
1110,338,71,5
1111,433,94,3
1112,493,58,2
1113,464,35,2
1114,340,7,2
1115,219,29,2
1116,39,88,1
1117,271,84,3
1118,376,47,4
1119,481,43,4
1120,170,83,4
1121,496,79,2
1122,31,61,2
1123,200,5,2
1124,250,12,1
1125,359,25,3
1126,485,39,4
1127,294,13,2
1128,190,27,5
1129,351,5,1
1130,349,9,2
1131,158,52,5
1132,229,81,2
1133,108,24,5
1134,274,79,2
1135,290,74,4
1136,123,13,3
1137,44,40,2
1138,31,45,2
1139,206,7,4
1140,257,18,1
1141,180,43,2
1142,17,7,2
1143,497,8,5
1144,224,15,3
1145,170,53,1
1146,105,54,2
1147,242,66,5
1148,411,55,5
1149,251,53,3
1150,34,30,3
1151,42,42,2
1152,17,4,2
1153,88,59,2
1154,332,12,1
1155,405,35,3
1156,345,11,3
1157,283,65,5
1158,230,87,5
1159,182,89,3
1160,198,55,2
1161,339,98,2
1162,352,70,1
1163,149,56,2
1164,480,16,2
1165,231,66,3
1166,320,84,2
1167,387,90,4
1168,140,94,1
1169,321,41,3
1170,103,43,4
1171,257,28,3
1172,436,10,1
1173,104,77,5
1174,121,47,4
1175,8,82,1
1176,71,53,3
1177,287,20,2
1178,500,87,3
1179,230,46,4
1180,66,82,1
1181,251,82,2
1182,68,9,2
1183,116,15,3
1184,258,13,3
1185,314,4,4
1186,57,34,1
1187,478,13,2
1188,248,42,4
1189,86,94,1
1190,216,50,4
1191,241,64,5
1192,247,41,5
1193,374,12,1
1194,306,53,5
1195,439,43,5
1196,56,87,3
1197,286,10,2
1198,125,40,2
1199,379,27,3
1200,159,15,4
